track_id,frame,t_sec,lat,lon,east_m,north_m,speed_mps,heading_deg,conf
1,1,0.0,48.26715534189032,25.91403065741312,0.0,-0.0,0.0,0.0,0.6470425724983215
1,2,0.036,48.26715577100089,25.914029586680957,-0.07949035427500133,0.04771517153306239,5.1506494848333775,300.97486332477297,0.2538334727287292
1,3,0.08,48.267157060191415,25.914026170692324,-0.333090787048753,0.1910673892732592,5.198240239370039,300.91306509742134,0.4230911433696747
1,5,0.149,48.267158926050804,25.914020959485672,-0.7199668344279043,0.39854262476161406,5.330723936101284,300.54324639748137,0.4292817413806915
1,6,0.164,48.267159557773276,25.91401866938343,-0.8899822906256567,0.4687873552436116,5.520767984698632,300.0437334664302,0.2816523015499115
2,53,1.732,48.26711240145314,25.913982516024667,-3.5739836884294207,-4.774782970596473,0.0,0.0,0.3835301399230957
2,54,1.765,48.267111633989735,25.913984696039044,-3.4121409659764654,-4.86012155928653,11.088715031927773,117.80238260434875,0.3638450503349304
2,57,1.868,48.267106903940046,25.91399850155382,-2.387229214856325,-5.386082396565514,11.10109793562401,117.71883084057687,0.401026964187622
2,58,1.9,48.26710529200839,25.914003988892734,-1.9798529528800188,-5.565322125106761,11.244679025945068,117.46504779759671,0.3118751049041748
2,60,1.966,48.267101053697665,25.91401656331066,-1.0463367400524657,-6.036603520882183,11.921149154725944,117.33243462698032,0.518900454044342
2,61,2.0,48.267098600627904,25.914024059203,-0.4898467295374639,-6.309373953968714,12.443997125969984,117.18419755048554,0.4543849229812622
2,62,2.032,48.26709610081014,25.914031663844003,0.07471676276534917,-6.58734249963863,13.043207896916995,117.06275624324861,0.3560437858104706
2,63,2.066,48.26709324824681,25.91404015053383,0.7047630391184572,-6.904534707208572,13.750790399381481,117.01561941665,0.4273589253425598
2,65,2.133,48.267088248752145,25.914054421416335,1.7642241446623514,-7.46045586524088,14.496463642014062,117.16580257480965,0.5265926122665405
2,68,2.233,48.26708061462629,25.914077317868532,3.4640423820800814,-8.309335645122006,15.599121203300369,116.978333550515,0.5735048651695251
2,70,2.299,48.26707487166574,25.914094454608307,4.73626351927067,-8.94792618914336,16.484535289428354,116.91544893363272,0.4219348728656769
2,71,2.333,48.267071233798085,25.914105160096284,5.531032584548982,-9.352440041421524,17.198851412419156,116.92207750658132,0.4932521879673004
2,72,2.367,48.26706761109089,25.914115904954645,6.328724594081499,-9.755268005779108,17.84008748900953,116.90869637016664,0.4476760625839233
2,73,2.4,48.26706463346924,25.914124803966292,6.989382103535669,-10.086365406310584,18.141596692453675,116.88496346624251,0.6523635983467102
2,74,2.435,48.26706142632787,25.914134347449924,7.697884930026395,-10.442984230814067,18.44848859935772,116.87104116358135,0.4596874415874481
2,75,2.466,48.26705847406367,25.914143407678317,8.370511229003329,-10.77126182061704,18.78106853557741,116.806742064944,0.3403823971748352
2,76,2.5,48.2670555954877,25.914152225753163,9.025160257563176,-11.091345559216258,18.94578334804652,116.75394078605142,0.6421986818313599
2,77,2.533,48.26705264645991,25.914161075352176,9.682149708758583,-11.419263146336993,19.13953946581334,116.73832134056816,0.4521392285823822
2,78,2.567,48.26704956840943,25.914170524386602,10.383640990364535,-11.761527318237476,19.363455774260274,116.68752371563322,0.4215576648712158
2,79,2.602,48.26704675937428,25.91417929038047,11.03442377148849,-12.073878206683386,19.43725215969567,116.6222693303634,0.3799992501735687
2,80,2.633,48.267044107929465,25.91418757254885,11.649287665936997,-12.368705753623004,19.566750523093628,116.56506212826235,0.6003842353820801
2,81,2.666,48.2670411430485,25.91419673240266,12.329310554506526,-12.698385788569727,19.74177929663881,116.52237599757656,0.450168639421463
2,82,2.701,48.267038223317876,25.914205391890693,12.972186644780491,-13.023045311272318,19.787040429358587,116.53769841944303,0.5069177746772766
2,83,2.733,48.26703546166579,25.914213793288415,13.59590228905928,-13.330127181517485,19.880701022175714,116.52055017482076,0.5996510982513428
2,84,2.766,48.267032524804996,25.91422273353815,14.259622115895995,-13.6566913068929,20.003874064176145,116.50299266440909,0.6502261161804199
2,85,2.8,48.267029771558775,25.91423124523702,14.891526591987931,-13.962838321316493,20.035438822537554,116.47010723670255,0.4041245877742767
2,86,2.834,48.26702698666967,25.914240021870658,15.543099753676087,-14.272503759383024,20.091579274224433,116.41730512420686,0.4620826244354248
2,87,2.868,48.26702401279556,25.91424919769856,16.224309005303695,-14.603183323308695,20.192785060567772,116.39046372945425,0.5762695074081421
2,88,2.9,48.26702140108608,25.91425705895477,16.80792514215989,-14.893592010172187,20.200408091681545,116.39324651906614,0.5684377551078796
2,89,2.934,48.26701849581091,25.914265783212294,17.45561018073715,-15.216643630152149,20.248615772087597,116.39864489130734,0.6398472785949707
2,90,2.968,48.267015578071806,25.91427484115838,18.128068154840456,-15.54108103139848,20.32268996106958,116.36854684799238,0.6450196504592896
2,91,3.0,48.267013005676084,25.914282606306195,18.70454943451769,-15.82711803411796,20.314230145510052,116.36937749635293,0.4193662405014038
2,92,3.034,48.267010166132295,25.914291211674648,19.343408401920076,-16.14286043305319,20.34099279091267,116.36640850822178,0.5853502154350281
2,93,3.067,48.2670073453937,25.914299885755707,19.98736862001099,-16.45651168929515,20.39475249941464,116.34974576047564,0.7340928912162781
2,94,3.101,48.26700464488088,25.914308140275413,20.60018084758794,-16.75679441879584,20.381893135999913,116.34017355092959,0.7001136541366577
2,95,3.135,48.2670018233995,25.914316672326247,21.233596954543735,-17.07052816700654,20.397776031584396,116.34054020747413,0.6202845573425293
2,96,3.167,48.26699903069651,25.914325122638786,21.860944910742376,-17.381061838333544,20.450874161347468,116.34033289341171,0.6719899773597717
2,97,3.201,48.26699636995764,25.91433314651133,22.456634192938154,-17.67692174906198,20.417600111648873,116.34290849022399,0.7271816730499268
2,98,3.235,48.2669935914256,25.91434156004625,23.0812519245191,-17.985879552678014,20.420465903354135,116.34201290386629,0.6267861127853394
2,99,3.268,48.26699076976743,25.91435012762915,23.71730618778778,-18.299632671525806,20.45795793560383,116.33885877290295,0.4357570707798004
2,100,3.301,48.26698811266595,25.914357998459515,24.301633886682893,-18.5950879735632,20.436750063199405,116.35500604944008,0.6613024473190308
2,101,3.334,48.26698542265178,25.914366136762293,24.905818679185266,-18.894202872995415,20.436504398250246,116.35445594766054,0.607130765914917
2,102,3.368,48.26698254455111,25.914374899139432,25.556334599997026,-19.214231875123208,20.4668186308095,116.34878864291936,0.3842058777809143
2,103,3.401,48.266979984621315,25.914382648071808,26.131612792136192,-19.49888197499241,20.43361144186692,116.348092728552,0.7016621828079224
2,104,3.436,48.26697712218977,25.91439127307731,26.771930438911866,-19.817168548952612,20.43349900662937,116.35091111089856,0.6368093490600586
2,105,3.467,48.266974461267864,25.91439928898363,27.36702882221611,-20.11304830185885,20.463371787133887,116.35357072804086,0.7132147550582886
2,106,3.501,48.2669717809072,25.91440733506182,27.96436722271885,-20.41108948274835,20.43675728653902,116.35860524577659,0.607917308807373
2,107,3.534,48.26696905377711,25.914415492098186,28.56994319342699,-20.714331108401886,20.43939805083266,116.36602682854935,0.5547293424606323
2,108,3.568,48.26696619422096,25.914424183212272,29.215168981829343,-21.032297652797613,20.461745353088713,116.36177282746542,0.5701469779014587
2,109,3.602,48.26696354709144,25.91443212919105,29.80507622226809,-21.326643522676232,20.428813341830306,116.3663239328615,0.2805301249027252
2,110,3.634,48.26696091368371,25.914439953029497,30.385915875550864,-21.61946358125664,20.42590383909288,116.37734294501311,0.7321327328681946
2,111,3.669,48.26695794204036,25.914448794466132,31.042301810961924,-21.949893452372578,20.44345708045293,116.38821587292425,0.7811221480369568
2,112,3.701,48.26695536727876,25.914456302317326,31.59968280617643,-22.23619232598565,20.419425020964688,116.40953640408836,0.745300829410553
2,113,3.734,48.26695261221347,25.91446438987944,32.200101444924904,-22.54253986285371,20.419576438448406,116.42718040506176,0.7489497065544128
2,114,3.767,48.266949752351636,25.914472807725655,32.825040358749376,-22.860540103265144,20.442772924274784,116.44296920089016,0.7711624503135681
2,116,3.835,48.266941608664325,25.914497294623086,34.642942115392586,-23.766070830159045,20.39834131163689,116.445888892693,0.7462590932846069
2,117,3.868,48.26693897441204,25.91450516911598,35.22754282921248,-24.05898428192935,20.382717996611795,116.4502379288252,0.703058660030365
2,118,3.901,48.26693649716732,25.91451229383718,35.75648076647502,-24.334439484613345,20.321437412764165,116.47517415145077,0.6310655474662781
2,119,3.935,48.26693384096808,25.91452004090356,36.33162152218847,-24.6297932848998,20.286138721712824,116.49307058790444,0.758375346660614
2,120,3.968,48.266931138422805,25.9145280100103,36.92324655281987,-24.930300389221753,20.281501370554743,116.50426129457131,0.7286174893379211
2,121,4.002,48.266928592130284,25.91453544142693,37.474953643922824,-25.213433091623425,20.22729357840226,116.52010028249816,0.7068153023719788
2,122,4.035,48.26692596726233,25.914543111841066,38.04440392222359,-25.50530285567019,20.205908606557546,116.53521856053645,0.5244558453559875
2,123,4.068,48.26692324250913,25.914551220400305,38.646382046757374,-25.808279134275246,20.21137671976124,116.53984905734526,0.6050429344177246
2,124,4.101,48.266920647674645,25.91455873341962,39.20414749513197,-26.096809276295854,20.1816199912992,116.55910787917598,0.4975549876689911
2,125,4.135,48.266917852152325,25.914566889673925,39.8096666617021,-26.407654615822445,20.177409334504834,116.57479021726981,0.4526583254337311
2,126,4.168,48.266915028341074,25.914575170933237,40.424466238066394,-26.72164542698063,20.195785851312177,116.58710446739312,0.6084809303283691
2,127,4.201,48.26691251386764,25.914582748560324,40.98702825716324,-27.001239571217262,20.167228585853575,116.58339155029631,0.6738315224647522
2,128,4.235,48.266909785694175,25.914590966735958,41.59714457691523,-27.30459579754881,20.164025572396564,116.57972207837079,0.4994618594646454
2,129,4.268,48.266907006537515,25.914599313109452,42.216778364014836,-27.613620990855534,20.183952927238575,116.57786736674986,0.7338271737098694
2,130,4.301,48.26690442065292,25.914606971340604,42.78532463305138,-27.90115551197533,20.16269544707074,116.58365532303057,0.6938648819923401
2,131,4.336,48.26690154296162,25.91461549401582,43.41804720524719,-28.22113708642171,20.165128328279042,116.58989693806872,0.5590751767158508
2,132,4.368,48.26689877413944,25.91462368443846,44.026103448225435,-28.529013021009398,20.191497935594,116.59638812998331,0.6038097739219666
2,133,4.402,48.26689604495653,25.91463173481274,44.62376258406047,-28.83248126406021,20.17974753685244,116.60416280861146,0.5690740346908569
2,134,4.434,48.26689335267058,25.91463971805089,45.21643759101271,-29.131846708602897,20.192898483808314,116.60877736568628,0.4002053439617157
2,135,4.47,48.266890227864884,25.914649023437114,45.907268837572516,-29.479305553504183,20.226188604621573,116.61129524094994,0.3452304899692535
2,136,4.502,48.266887602341754,25.914656673879872,46.475237307122704,-29.77124733954006,20.21998458803406,116.62468978169134,0.2780636847019195
2,140,4.635,48.266876557208,25.914689412899804,48.90578090796114,-30.999396302832004,20.244292964059312,116.64228931878141,0.3154358565807342
3,94,3.101,48.267000007416655,25.914324538380818,21.81756948746866,-17.272455106369538,0.0,0.0,0.3222624063491821
3,112,3.701,48.26696294410341,25.91443061845471,29.692920215143232,-21.393693672339612,16.52456796514432,117.62344813489096,0.3347922563552856
3,115,3.801,48.266948686378406,25.91447282679948,32.82645707367398,-22.979071535120198,16.603665780614644,117.56443929076754,0.7771568894386292
4,310,10.308,48.267608420064484,25.91240262635064,-120.86274087228938,50.38154520515302,0.0,0.0,0.4454906582832336
4,311,10.341,48.26760648992101,25.912409186397745,-120.37573671615759,50.16691158109875,32.2547666096447,113.7841606397049,0.4734801054000854
4,312,10.374,48.26760186922043,25.91242482983753,-119.21440040719408,49.653085942671936,32.37777148896061,113.78609776464063,0.4945645034313202
4,313,10.407,48.26759956538768,25.91243297668952,-118.60959480502805,49.39689743185942,31.912468831221013,113.76681096921457,0.4505779445171356
4,314,10.443,48.26759637810115,25.912444037662745,-117.78845086049095,49.04246840293366,31.46521387260478,113.74581082566448,0.4269517064094543
4,315,10.475,48.26759332924519,25.912454654991564,-117.00024204676579,48.70343302797091,31.127930540888958,113.71635985677003,0.4171769022941589
4,316,10.51,48.26759083580021,25.912461840199004,-116.46682783976624,48.426162179161516,29.807947311462385,113.92011033901747,0.4450068175792694
4,317,10.542,48.26758837955605,25.912468984376176,-115.93645952787854,48.153028006466975,28.749354068587262,114.12405979081274,0.4132394194602966
4,318,10.575,48.26758564217184,25.91247746546948,-115.30684097721354,47.84863036002113,27.975564546918896,114.25404988557301,0.3039171695709228
4,319,10.608,48.26758408678834,25.912482110488618,-114.96200461183327,47.675671709542975,26.284834511578605,114.36397744638036,0.3807054162025451
4,320,10.641,48.26758220881409,25.91248792262195,-114.53052398280349,47.46684068876127,25.073983226228876,114.4511758524143,0.3701386749744415
4,321,10.674,48.26758006889996,25.912494806998552,-114.01944202577691,47.22888156723318,24.26983881812326,114.48768805922144,0.3330558836460113
4,322,10.711,48.267578361899545,25.912498844486286,-113.71970822484771,47.039064771235324,22.66443806920834,114.84797256265325,0.3677828013896942
