frame,u,v,conf,cls,w_px,h_px,angle_deg,colour_b,colour_g,colour_r
2116,1025.609619140625,58.0255126953125,0.7668491005897522,9,56.40583038330078,23.92621612548828,51.86539321723408,175.0,169.0,159.0
2116,566.0846900939941,123.38579559326172,0.7647221088409424,9,66.877197265625,21.46006202697754,51.73352617002323,173.0,155.5,141.5
2116,879.6361999511719,285.17095947265625,0.7581181526184082,9,62.07265090942383,24.5185546875,47.39579255645861,129.0,105.0,85.0
2116,994.2746276855469,129.4786376953125,0.7407042384147644,9,59.915733337402344,21.884641647338867,54.480064763595834,201.0,189.0,177.5
2116,763.7075958251953,256.2236633300781,0.7353707551956177,9,48.609039306640625,19.778961181640625,46.36546193525677,203.0,189.0,181.0
2116,789.169677734375,112.36522674560547,0.7245354056358337,10,53.12422561645508,24.12883758544922,48.08034826602314,35.0,29.0,25.0
2116,1434.4710083007812,982.7439575195312,0.6985114216804504,10,51.899742126464844,23.635330200195312,29.7520171566304,73.0,57.0,48.5
2116,1441.4637756347656,814.8382873535156,0.6694144010543823,10,61.5014762878418,26.71247100830078,29.33332656050862,101.0,96.5,90.0
2116,925.0243835449219,103.20310974121094,0.6172402501106262,10,56.553062438964844,24.012346267700195,50.60925312697704,124.0,109.0,94.0
2116,517.1199340820312,785.7933044433594,0.5814193487167358,10,22.592470169067383,58.344329833984375,31.785443019718652,215.5,205.0,193.0
2116,468.6679382324219,763.4981689453125,0.5603057742118835,10,23.247802734375,58.1899299621582,61.052322084886804,188.5,161.0,139.5
2116,1055.848876953125,189.19677734375,0.5262298583984375,9,57.85728454589844,22.890541076660156,28.24940627507886,94.0,72.0,56.0
2116,910.0672302246094,249.8182830810547,0.42821821570396423,10,59.928443908691406,25.267742156982422,50.23794696822222,35.0,27.0,23.0
2116,974.8538818359375,164.62109375,0.36367514729499817,10,55.66740036010742,23.042049407958984,53.06219603907664,66.0,53.0,45.0
2117,800.9688415527344,75.66573333740234,0.8683792948722839,9,94.82002258300781,30.081329345703125,49.32781060093968,215.0,210.0,200.0
2117,799.9040832519531,212.22654724121094,0.8549511432647705,9,66.65299987792969,24.040882110595703,48.61636102151822,206.0,193.0,179.0
2117,631.6569442749023,184.98394775390625,0.8547409176826477,9,68.20803833007812,27.20944595336914,47.31842700372987,174.0,160.0,140.5
2117,603.8004455566406,209.50161743164062,0.8520585298538208,9,70.27510070800781,24.634456634521484,46.5083358323151,169.0,148.0,135.5
2117,992.7830200195312,100.70832061767578,0.8395242691040039,9,62.345367431640625,25.466659545898438,51.07082706580274,200.5,198.0,186.5
2117,933.6077880859375,74.55329132080078,0.8376727104187012,9,59.30451202392578,21.729352951049805,53.142542969378084,211.0,200.5,189.0
2117,780.5736694335938,244.29135131835938,0.8370126485824585,9,56.799407958984375,21.24959945678711,47.37428087566765,156.0,131.0,112.0
2117,832.2566833496094,187.32972717285156,0.8326987624168396,9,64.79570770263672,23.644262313842773,50.54336570714851,203.0,191.0,182.0
2117,944.7500305175781,33.211814880371094,0.7959423065185547,9,51.30441665649414,22.08198356628418,51.96800656422977,197.0,184.0,171.0
2117,1010.8551635742188,63.76003646850586,0.7869037389755249,9,56.35857391357422,23.75938606262207,50.4533301535094,145.0,141.0,135.0
2117,552.9824447631836,144.8945770263672,0.7687897682189941,9,67.77143859863281,22.523113250732422,49.4453342508935,179.0,164.0,152.0
2117,872.7297973632812,294.7511901855469,0.7390149831771851,9,60.84228515625,24.31241226196289,45.5476014236611,131.0,105.0,85.0
2117,775.3456115722656,124.28800201416016,0.7356145977973938,10,50.247310638427734,23.475967407226562,46.4177948446774,35.0,29.0,25.0
2117,756.4619293212891,271.4615783691406,0.7004719972610474,9,49.17222595214844,21.625988006591797,43.63671598447205,200.0,187.0,179.0
2117,476.1116638183594,789.2960815429688,0.6314988732337952,10,23.099571228027344,56.06778335571289,59.53538488155117,177.0,147.5,125.0
2117,530.0042114257812,805.7406616210938,0.6137232184410095,10,22.871030807495117,52.78230285644531,30.54298038327456,212.5,203.0,192.5
2117,964.113037109375,172.941162109375,0.5907005667686462,10,54.81214141845703,23.171842575073242,51.61815744475254,62.0,51.0,43.0
2117,981.7854309082031,136.0904541015625,0.5670564770698547,9,59.69657897949219,22.610122680664062,52.49148592259788,202.0,190.0,179.0
2117,1452.6360778808594,972.2684326171875,0.5603172183036804,10,51.96600341796875,22.726388931274414,28.85578022430884,84.0,73.0,64.0
2117,1045.0101928710938,193.73684692382812,0.5094130635261536,9,59.00776672363281,22.71834373474121,26.20142186377473,94.0,72.0,58.0
2117,1059.1177368164062,177.88934326171875,0.47255226969718933,10,39.24871826171875,17.936744689941406,23.570480806810007,104.5,74.0,50.5
2117,727.0891265869141,368.6141052246094,0.4598233997821808,10,30.956932067871094,14.671560287475586,50.87381367428831,171.5,159.5,151.5
2117,900.9876708984375,259.7543029785156,0.4523889720439911,10,58.87713623046875,24.95867156982422,47.114740517396335,35.0,27.0,24.0
2117,911.6791687011719,113.05055236816406,0.4035051167011261,10,55.946807861328125,24.053483963012695,49.59863784681444,118.0,100.0,84.0
2117,1452.4271545410156,804.6307067871094,0.3906106650829315,10,62.05540466308594,26.57034683227539,26.916617801955933,81.5,72.0,70.0
2118,785.4436950683594,90.50483703613281,0.8664542436599731,9,93.98506164550781,30.64581298828125,47.315660777116015,214.0,210.0,201.0
2118,789.4919738769531,226.20571899414062,0.8576052188873291,9,65.86968231201172,23.471420288085938,46.54155104224887,206.0,192.5,178.5
2118,619.2188720703125,205.01678466796875,0.8572893738746643,9,67.78346252441406,27.238916397094727,45.05614540721659,189.0,176.0,160.0
2118,820.7855529785156,199.913818359375,0.847782552242279,9,64.40459442138672,23.53278350830078,47.71631625873438,203.0,189.0,178.0
2118,771.2324829101562,259.07830810546875,0.8423395156860352,9,57.41701889038086,20.971431732177734,45.002265459948944,156.0,131.0,115.0
2118,977.4964599609375,107.58733367919922,0.8406194448471069,9,62.0191764831543,25.258174896240234,49.095679791807626,199.0,198.0,186.0
2118,917.2073364257812,83.8001937866211,0.8392461538314819,9,59.41534423828125,22.12164306640625,50.86726010777968,211.5,201.0,189.0
2118,927.6169128417969,42.9592399597168,0.8321043848991394,9,53.5142822265625,22.08246612548828,49.81737807007868,191.0,176.5,163.5
2118,592.4277572631836,231.3175811767578,0.8310133218765259,9,69.16665649414062,24.520816802978516,44.56489429644718,174.5,155.0,140.5
2118,540.0964241027832,168.85707092285156,0.7882422208786011,9,67.15693664550781,23.094085693359375,47.024254171272005,180.0,164.0,152.0
2118,994.0758972167969,68.98634338378906,0.7864181995391846,9,54.20469665527344,23.562358856201172,48.440224103201935,201.0,190.0,180.0
2118,1464.2452697753906,792.2759704589844,0.715488851070404,10,62.20916748046875,27.642595291137695,24.835244010894193,82.0,76.0,73.0
2118,1470.7246398925781,959.1292724609375,0.7130686640739441,10,52.54661560058594,23.276840209960938,26.56509699367935,77.0,62.0,53.0
2118,968.0302124023438,143.87266540527344,0.7119582295417786,9,59.735965728759766,22.376089096069336,50.65391573395975,198.5,183.0,175.0
2118,747.9548645019531,287.3568115234375,0.710119903087616,9,49.01976013183594,20.781442642211914,41.940196032383845,199.5,186.5,178.5
2118,543.00244140625,830.0711364746094,0.6923989057540894,10,23.268997192382812,53.985694885253906,28.077396498568554,213.0,202.0,192.0
2118,865.066650390625,307.0523376464844,0.6919640302658081,9,62.06024932861328,24.331554412841797,43.049336791323874,129.0,105.0,86.0
2118,761.6251220703125,140.78262329101562,0.6758537888526917,10,49.54267120361328,23.62974739074707,44.562725711385696,35.0,29.0,25.0
2118,489.4439392089844,815.0537414550781,0.6385756134986877,10,23.947826385498047,59.34663391113281,57.645082217425944,181.0,152.0,132.0
2118,951.9165649414062,181.32061767578125,0.6340311765670776,10,53.25759506225586,23.186845779418945,49.49884878304055,61.5,50.0,42.0
2118,896.400634765625,122.13465118408203,0.4908493757247925,10,56.41636276245117,23.74740219116211,47.798780547678525,125.0,112.0,99.0
2118,893.3355407714844,270.51275634765625,0.4803103506565094,10,57.914573669433594,25.437698364257812,45.94275518790302,37.0,27.0,24.0
2118,1033.4825439453125,197.8738555908203,0.4373001456260681,9,57.844112396240234,22.780879974365234,24.108231845448866,95.0,72.0,58.0
2119,769.4716796875,106.2979965209961,0.8649253249168396,9,93.90644836425781,30.51470375061035,44.85730835519376,214.0,209.0,200.0
2119,608.3284530639648,227.59103393554688,0.863656759262085,9,68.80682373046875,27.486331939697266,42.8503972864635,188.5,177.0,160.5
2119,778.3257141113281,241.09014892578125,0.8564684391021729,9,66.20228576660156,24.2222843170166,43.62244088910672,207.0,196.0,184.0
2119,961.7071228027344,114.99491882324219,0.8380606174468994,9,61.765804290771484,25.381519317626953,46.7017565443261,195.0,195.0,182.0
2119,899.9356689453125,93.34264373779297,0.8296695351600647,9,59.58258056640625,22.13800048828125,48.262693826294964,213.5,203.0,192.5
2119,762.0505523681641,274.83941650390625,0.8274193406105042,9,58.27922821044922,21.950756072998047,42.63789644100606,157.0,131.5,112.5
2119,582.3364410400391,255.41603088378906,0.8269243240356445,9,70.1634750366211,24.446252822875977,42.27107430144136,177.0,158.5,142.5
2119,808.7918701171875,213.36724853515625,0.820636510848999,9,65.01583862304688,23.013269424438477,45.69177647175631,203.5,191.0,180.5
2119,857.2590942382812,318.2716064453125,0.7533302307128906,9,62.264366149902344,25.434085845947266,40.527391893134215,132.0,105.5,86.0
2119,977.4539489746094,75.87803649902344,0.750505805015564,9,55.11659240722656,24.20865249633789,44.56937831563729,165.0,153.5,144.0
2119,908.2273559570312,50.52130889892578,0.7478145360946655,9,52.96669387817383,22.530757904052734,47.168780974109474,197.0,187.5,174.0
2119,747.8664855957031,157.14942932128906,0.7287688851356506,10,50.07148742675781,24.104717254638672,42.64688155485921,35.0,29.0,25.0
2119,740.1319885253906,303.60003662109375,0.6813506484031677,9,48.64299774169922,20.587539672851562,39.334195411173425,201.0,188.5,181.0
2119,517.6680221557617,833.827880859375,0.6761197447776794,10,22.24917221069336,30.63216781616211,51.51813273945229,158.0,132.0,107.0
2119,528.9659595489502,196.56756591796875,0.6754109263420105,9,62.88517761230469,22.714279174804688,46.176504751868364,162.0,145.5,128.0
2119,953.3425598144531,150.83311462402344,0.6538989543914795,9,59.823204040527344,23.474594116210938,47.47836271333489,195.0,183.0,175.0
2119,506.1351318359375,842.5220336914062,0.6454416513442993,10,24.250276565551758,59.61398696899414,54.50583506733429,181.0,154.0,134.0
2119,560.4472045898438,855.1406555175781,0.6163722276687622,10,24.422286987304688,56.037010192871094,25.643378333111762,210.0,200.0,189.0
2119,939.1844177246094,189.16734313964844,0.5424022078514099,10,53.877891540527344,23.651077270507812,46.372596067844846,61.0,48.0,41.0
2119,881.8372497558594,132.63192749023438,0.5166425704956055,10,55.579689025878906,24.328617095947266,45.01923848003642,119.0,106.0,91.0
2119,883.5882873535156,281.0879821777344,0.512740969657898,10,58.8382568359375,25.752676010131836,42.136775706885985,37.0,29.0,25.0
2119,1491.4183349609375,942.4461059570312,0.37610313296318054,10,52.83465576171875,22.441085815429688,24.463024314337886,72.0,60.0,51.0
2119,1021.3381652832031,202.80331420898438,0.37549668550491333,9,57.56157302856445,23.19883918762207,21.36230455380698,95.0,72.5,59.0
2119,1477.8327331542969,775.9222717285156,0.3740450441837311,10,62.33518981933594,27.23919105529785,21.843535777063984,95.0,90.0,84.0
2120,751.9194641113281,122.99702453613281,0.8642413020133972,9,93.62895965576172,30.263259887695312,42.013791320690736,214.5,209.5,201.0
2120,596.9095916748047,252.721435546875,0.859147846698761,9,68.02362060546875,27.767772674560547,39.4608646844259,180.0,166.0,150.0
2120,767.400634765625,257.79461669921875,0.8519591689109802,9,66.23241424560547,24.306638717651367,41.43566020367876,206.0,194.0,182.0
2120,795.5797424316406,228.29336547851562,0.842440664768219,9,62.935462951660156,23.701095581054688,41.92525499357444,209.0,196.0,187.0
2120,881.9168395996094,103.95567321777344,0.8393775224685669,9,60.17198944091797,22.49614715576172,45.57191348201176,211.0,200.0,188.0
2120,572.7813529968262,281.44189453125,0.8390185236930847,9,69.32936096191406,24.295743942260742,39.54309674693827,174.0,154.5,138.5
2120,752.8933715820312,291.9298400878906,0.8296958208084106,9,57.122039794921875,21.093175888061523,39.778990990302994,155.0,128.0,111.0
2120,944.141845703125,122.14299011230469,0.8085830807685852,9,60.46464538574219,25.383358001708984,44.04516129683881,202.0,201.0,189.0
2120,888.2339172363281,61.17192077636719,0.7760887145996094,9,51.44976806640625,21.966354370117188,46.35725204787441,192.5,179.5,166.0
2120,958.5458984375,83.62405395507812,0.7650071382522583,9,54.40791702270508,23.858356475830078,42.63267817648018,115.0,111.0,105.0
2120,937.5684204101562,158.77566528320312,0.7471009492874146,9,60.64445495605469,23.408016204833984,45.234823155904124,197.5,183.5,174.5
2120,524.826416015625,870.672119140625,0.6728575825691223,10,24.4219913482666,61.483001708984375,50.85944637136919,183.0,155.0,134.0
2120,732.6786651611328,175.0497283935547,0.6645398736000061,10,51.46626281738281,23.987211227416992,38.79418357991929,35.0,29.0,25.0
2120,1490.7247924804688,757.353515625,0.6446914076805115,10,62.99243927001953,27.62261199951172,19.49558311779123,81.0,72.0,67.0
2120,579.189697265625,882.0247802734375,0.6325956583023071,10,22.665767669677734,57.88310241699219,22.24343652277906,213.0,201.5,191.0
2120,1512.0043640136719,922.3726806640625,0.6210288405418396,10,52.44839096069336,22.822925567626953,21.4109064723935,72.0,58.0,48.5
2120,731.3846130371094,321.355224609375,0.6039302349090576,9,49.601226806640625,20.870004653930664,36.09627934833177,200.0,186.0,179.5
2120,1008.2312927246094,207.3677215576172,0.5621622204780579,9,60.00149154663086,23.052719116210938,18.89165608383141,96.0,73.0,60.5
2120,925.5144653320312,196.93655395507812,0.526694655418396,10,54.13164520263672,23.172405242919922,43.05356126332553,64.0,52.0,43.0
2120,514.997314453125,223.1315460205078,0.5009860992431641,9,66.42912292480469,22.7657470703125,42.764121751962485,184.0,168.0,152.0
2120,873.7450561523438,292.01397705078125,0.46863675117492676,10,59.24320983886719,25.79761505126953,39.98577838251972,37.0,28.0,25.0
2120,865.3234252929688,143.8693084716797,0.4656665325164795,10,56.300941467285156,23.37957000732422,43.07395962328177,123.0,109.0,94.0
2120,849.8897399902344,330.4662170410156,0.446961909532547,9,60.97406768798828,23.990774154663086,38.66513398574107,133.0,107.0,87.0
2120,716.1751861572266,421.4910888671875,0.30957236886024475,10,28.79448699951172,14.584392547607422,53.75573003230515,165.5,140.0,127.0
2121,733.4087219238281,141.4903564453125,0.8608435392379761,9,93.11471557617188,29.99612808227539,39.62320803571335,215.0,210.0,201.0
2121,756.2050018310547,274.3567810058594,0.8514154553413391,9,66.00109100341797,23.97347640991211,37.3922360263554,208.0,196.0,184.0
2121,561.8789710998535,308.2286682128906,0.8459954857826233,9,68.69427490234375,24.79056167602539,36.71960241198713,187.0,171.0,156.0
2121,586.0334777832031,279.0794372558594,0.8426494598388672,9,67.48179626464844,27.129940032958984,36.12016110476472,179.0,166.0,145.0
2121,742.8887329101562,309.71923828125,0.8309276103973389,9,57.532840728759766,21.540145874023438,36.39709453975747,158.0,133.5,120.0
2121,782.6524963378906,244.1356964111328,0.820510745048523,9,63.26251983642578,23.514270782470703,39.883892450670636,207.0,196.0,183.0
2121,862.9650268554688,116.37954711914062,0.8179098963737488,9,59.567710876464844,23.617286682128906,42.944394349821216,209.0,197.0,185.0
2121,926.343017578125,131.15977478027344,0.8095270991325378,9,62.442901611328125,25.50847625732422,41.113196727678705,186.5,182.0,177.0
2121,867.2140502929688,71.7930908203125,0.7703444957733154,9,51.408912658691406,21.9765625,42.25361633792281,195.5,182.5,170.0
2121,937.3383178710938,90.26176452636719,0.7492859363555908,9,53.354339599609375,23.703617095947266,38.83618924331487,193.0,182.0,173.0
2121,502.6848449707031,253.9059295654297,0.7182006239891052,9,67.08283996582031,22.253232955932617,39.482574440702784,187.5,169.0,150.5
2121,722.8035430908203,340.7234191894531,0.6760843992233276,9,47.990196228027344,21.319557189941406,34.93246292508579,201.0,191.0,183.0
2121,717.6834259033203,194.35772705078125,0.6542012691497803,10,52.468692779541016,24.076440811157227,37.7905385078047,36.0,29.0,26.0
2121,1503.9124145507812,736.1495056152344,0.6460847854614258,10,62.62721252441406,26.983274459838867,16.90519630902346,83.0,72.0,71.0
2121,1532.9515991210938,900.6246948242188,0.6380124092102051,10,53.35728073120117,24.580827713012695,20.246762200067355,69.0,54.0,44.0
2121,921.5305480957031,167.64939880371094,0.6131395101547241,9,58.39866638183594,23.309295654296875,41.139943748468475,197.0,183.0,173.5
2121,847.8377990722656,156.11459350585938,0.577322244644165,10,56.2193603515625,23.942394256591797,39.75733929063406,124.0,109.0,93.0
2121,995.1257629394531,211.44381713867188,0.5675188302993774,9,59.429229736328125,23.59870147705078,15.746867942775582,94.0,71.0,57.5
2121,600.7015686035156,907.2865295410156,0.5531345009803772,10,23.420879364013672,53.58961868286133,19.42049714069799,213.0,202.0,192.0
2121,545.5363159179688,899.4685363769531,0.5496954321861267,10,23.478809356689453,59.626502990722656,49.458605308450835,185.5,154.5,136.0
2121,910.2306823730469,206.28807067871094,0.5439361333847046,10,54.60997009277344,23.21061897277832,40.96548022649883,65.0,53.0,46.0
2121,842.3845520019531,342.2218322753906,0.49185800552368164,9,61.82953643798828,24.963016510009766,35.92234516602281,132.0,106.0,86.5
2121,517.0001792907715,265.31988525390625,0.47275978326797485,9,31.6240234375,23.287796020507812,41.395734332885446,183.0,159.0,137.0
2121,863.9656982421875,303.4457702636719,0.298275351524353,10,58.1942138671875,25.762056350708008,38.210735160638464,37.0,28.0,25.0
2122,715.7177429199219,160.4439239501953,0.8608158826828003,9,93.3230972290039,29.103857040405273,35.93681833687406,214.0,208.0,200.0
2122,575.8737831115723,305.7183532714844,0.8525863885879517,9,67.06008911132812,27.041976928710938,33.88552811401164,184.5,166.5,149.5
2122,745.0761413574219,291.6609802246094,0.8521252274513245,9,66.72025299072266,24.45513916015625,34.354383034492585,210.0,197.0,185.0
2122,770.8509826660156,260.0653381347656,0.8424885272979736,9,63.420860290527344,23.06867218017578,36.686113994486554,206.0,195.0,181.0
2122,843.8184204101562,127.6717758178711,0.8302706480026245,9,60.00480651855469,22.2415771484375,39.985826193843906,212.0,200.0,189.0
2122,733.6553955078125,327.57989501953125,0.8276522159576416,9,58.078758239746094,21.11892318725586,33.83513497831529,163.0,142.0,128.0
2122,907.2073364257812,139.37950134277344,0.81829833984375,9,61.357269287109375,25.712303161621094,37.692532123404185,196.0,194.0,182.5
2122,917.4481201171875,99.05789947509766,0.789487898349762,9,55.008609771728516,23.716442108154297,37.12138145972396,166.0,151.0,141.0
2122,554.9373893737793,336.8005065917969,0.7846623063087463,9,69.436279296875,24.68832778930664,33.8427403939561,176.0,157.0,142.0
2122,844.93505859375,84.12467956542969,0.7495472431182861,9,51.77180480957031,22.90615463256836,38.76897335169278,202.0,191.0,179.0
2122,904.8322143554688,176.9351043701172,0.7301243543624878,9,58.884517669677734,22.733776092529297,39.000619217393755,188.0,173.0,162.0
2122,567.8598976135254,927.6962890625,0.6939219832420349,10,23.620471954345703,59.51567077636719,47.12833259384466,179.0,151.0,130.0
2122,716.8546142578125,359.80718994140625,0.6868199110031128,9,49.15771484375,20.737442016601562,30.744703190221717,203.0,192.0,185.0
2122,834.8018798828125,355.8645324707031,0.6452227234840393,9,61.15374755859375,25.13265609741211,31.395548501137647,130.0,106.0,87.0
2122,491.26458740234375,284.54473876953125,0.6328167915344238,9,67.5293197631836,22.703472137451172,35.825930215698904,186.0,171.0,157.0
2122,1516.3705749511719,713.3519287109375,0.6264442801475525,10,62.08234405517578,28.047992706298828,14.408371139053816,80.0,72.0,69.0
2122,703.8210144042969,214.4707489013672,0.6039541363716125,10,58.12459945678711,25.576683044433594,33.86438184834128,36.0,29.0,26.0
2122,1554.125,875.0196228027344,0.48951688408851624,10,52.625389099121094,22.516094207763672,16.48197046729279,67.0,54.0,47.0
2122,980.8039245605469,216.91348266601562,0.4263789653778076,9,59.885467529296875,24.234941482543945,12.513712521785422,92.0,69.0,56.0
2122,622.042724609375,934.9501953125,0.4259132146835327,10,22.518362045288086,49.3069953918457,13.905430159519927,219.0,204.0,194.0
2122,895.9888916015625,215.62887573242188,0.41396456956863403,10,54.44659423828125,23.313087463378906,38.08629252905541,66.0,53.0,46.0
2122,854.9075927734375,314.6147155761719,0.4014139771461487,10,59.995811462402344,26.551115036010742,32.68057687648926,37.0,29.0,25.0
2122,711.0811767578125,460.68212890625,0.3704795837402344,10,29.113758087158203,14.421802520751953,43.167102912993236,183.0,168.0,159.0
2122,830.647705078125,168.32168579101562,0.33615076541900635,10,55.214778900146484,23.03301239013672,37.008987281836816,130.0,116.0,99.5
2123,698.8978271484375,180.98777770996094,0.8728294968605042,9,92.65080261230469,28.9571590423584,33.052443110756016,214.0,208.0,200.0
2123,734.2279663085938,310.3246765136719,0.858491063117981,9,66.68624877929688,24.320148468017578,31.154176446058564,212.0,200.0,190.0
2123,566.7854156494141,333.27703857421875,0.8559312224388123,9,67.74639129638672,27.590980529785156,30.66870709042157,189.0,173.0,157.0
2123,546.2456932067871,365.1808166503906,0.8155241012573242,9,69.53436279296875,24.569202423095703,30.431153111088527,190.0,173.0,159.0
2123,758.3733978271484,277.2129821777344,0.8105785250663757,9,62.81938934326172,22.68913459777832,33.370098133580385,208.0,196.0,183.5
2123,726.9706573486328,347.3791198730469,0.8092464208602905,9,57.607643127441406,21.13414764404297,30.916291202550777,156.0,128.0,109.0
2123,824.2488098144531,140.65664672851562,0.8046001195907593,9,59.35125732421875,23.050052642822266,36.744655545862734,209.0,200.0,188.5
2123,889.0027770996094,148.74017333984375,0.7991562485694885,9,60.405059814453125,25.21986198425293,34.71422813582012,202.5,197.0,190.0
2123,895.9451293945312,107.61251831054688,0.7860089540481567,9,54.365325927734375,24.200340270996094,34.34861493973851,163.0,157.0,145.0
2123,710.5806579589844,379.9302978515625,0.7460717558860779,9,48.90814208984375,21.266305923461914,29.01034057503706,201.5,188.5,180.5
2123,823.8397521972656,97.84749603271484,0.7295641899108887,9,52.293907165527344,22.27251625061035,36.28326602214462,201.5,191.0,178.0
2123,965.4781494140625,221.69879150390625,0.662450909614563,9,58.63855743408203,23.375429153442383,9.40060109055282,94.0,71.0,58.0
2123,689.2748718261719,235.52438354492188,0.5823407769203186,10,55.84446716308594,24.090415954589844,31.453010882624962,36.0,29.0,27.0
2123,1527.6393432617188,688.5701293945312,0.5810166001319885,10,61.35852813720703,26.95216178894043,11.063935714784868,77.5,70.5,67.5
2123,887.6282958984375,186.017578125,0.5219694972038269,9,58.69073486328125,23.082836151123047,35.819503007689924,200.5,187.5,178.5
2123,594.1846084594727,953.375244140625,0.5024868845939636,10,24.480224609375,60.63398742675781,41.2382199253412,183.0,154.0,134.0
2123,813.984375,182.9206085205078,0.5024573802947998,10,55.76995086669922,23.62074089050293,34.032073237748854,126.0,111.0,94.0
2123,1574.1737060546875,848.1453552246094,0.4581654369831085,10,51.253631591796875,21.89934539794922,14.950976734645261,69.0,57.5,49.5
2123,481.4530029296875,318.0760803222656,0.3948989510536194,9,66.09278869628906,22.175182342529297,32.67591185728614,193.0,175.0,155.5
2123,649.6864166259766,955.114013671875,0.34665727615356445,10,23.799745559692383,59.834693908691406,13.110750456193637,213.0,202.0,192.0
2123,845.3709106445312,327.0057678222656,0.27695906162261963,10,59.13277816772461,26.441768646240234,31.429545767731383,37.0,28.0,25.0
2123,880.922119140625,225.3993377685547,0.27546000480651855,10,52.75590515136719,22.756261825561523,34.473436646820495,65.0,51.0,44.0
2124,682.143310546875,202.55430603027344,0.866260826587677,9,92.31248474121094,29.790212631225586,29.020322896509033,214.0,208.0,199.0
2124,726.0140991210938,329.37939453125,0.8557673692703247,9,67.74178314208984,24.066665649414062,27.434440056143988,213.0,200.0,190.0
2124,559.1829261779785,361.90008544921875,0.8478885293006897,9,68.52470397949219,28.559486389160156,26.54604247344231,196.0,182.0,165.0
2124,806.0358276367188,155.40463256835938,0.8335226774215698,9,59.304771423339844,22.07634735107422,33.684566873156946,206.0,197.0,184.0
2124,719.2264099121094,365.93658447265625,0.829781174659729,9,57.20820617675781,22.11761474609375,26.551219756833177,157.5,132.5,114.0
2124,874.919921875,118.14668273925781,0.8210317492485046,9,54.93484115600586,23.669307708740234,30.4265119975475,180.0,166.0,155.0
2124,748.2570190429688,294.7848815917969,0.8178122639656067,9,63.461936950683594,23.86077880859375,29.963049511416287,208.0,194.0,183.0
2124,801.5987548828125,111.41392517089844,0.8076271414756775,9,51.30244445800781,22.36345672607422,32.022925282065415,206.0,195.0,185.5
2124,870.3646850585938,159.12742614746094,0.8045809864997864,9,62.4505729675293,24.854169845581055,31.900350707220362,202.0,196.0,186.0
2124,542.0153942108154,395.70599365234375,0.7985081076622009,9,70.28861999511719,24.824604034423828,27.48569038058118,179.0,160.0,142.5
2124,676.8558502197266,257.4595947265625,0.6916035413742065,10,56.69975280761719,25.11203384399414,27.60917507813313,37.0,30.0,27.0
2124,621.0357894897461,979.4901123046875,0.6704192757606506,10,23.344573974609375,58.613319396972656,41.926709823867654,181.5,153.0,134.0
2124,473.8247985839844,351.7588806152344,0.6702896356582642,9,66.60722351074219,23.918556213378906,28.893581906270274,183.0,164.0,150.0
2124,1537.7060546875,663.0266265869141,0.6421127915382385,10,61.45562744140625,26.444053649902344,8.553731058004816,77.5,68.5,65.0
2124,705.9251708984375,400.2747802734375,0.6281548142433167,9,48.730194091796875,22.09223175048828,24.411562254036426,201.0,188.5,180.5
2124,822.1110534667969,382.21258544921875,0.6175013780593872,9,61.8120231628418,24.455223083496094,23.35307247043392,132.0,105.0,88.0
2124,867.2322387695312,236.77024841308594,0.5924220681190491,10,54.10560607910156,22.237924575805664,31.99219967608411,64.5,51.0,45.0
2124,872.5057678222656,196.4006805419922,0.5712915658950806,9,57.802757263183594,23.586929321289062,32.84002764266321,199.5,186.0,176.5
2124,949.7043762207031,227.88265991210938,0.560840904712677,10,55.8844108581543,23.68129539489746,7.258427516820564,97.0,73.0,61.0
2124,1592.533203125,820.2392883300781,0.45388156175613403,10,52.573280334472656,23.207134246826172,12.111166785314257,67.0,54.0,46.0
2124,798.1877746582031,198.1016387939453,0.44105952978134155,10,57.365867614746094,23.701488494873047,31.14350427548042,118.0,104.0,92.0
2124,676.2605743408203,981.1522216796875,0.3359726667404175,10,23.1190242767334,62.063262939453125,9.453810825508157,218.0,203.0,194.0
2125,667.3402252197266,224.25364685058594,0.865858256816864,9,92.37095642089844,29.132793426513672,26.44809414564974,213.0,207.0,198.0
2125,718.3272552490234,348.6083068847656,0.8543203473091125,9,67.00604248046875,24.17352867126465,24.415291537323252,211.0,199.0,189.0
2125,554.0221824645996,390.9418029785156,0.844991147518158,9,67.24972534179688,27.37558937072754,24.0275024245539,187.0,173.0,158.0
2125,788.8042907714844,170.363037109375,0.8253891468048096,9,59.78262710571289,21.965579986572266,30.764616606746888,206.0,195.5,182.0
2125,738.8043670654297,313.11474609375,0.8070700168609619,9,62.876556396484375,23.43138885498047,26.84538405155458,206.0,192.0,180.0
2125,852.8735046386719,171.04388427734375,0.8033570647239685,9,61.67510986328125,25.267784118652344,28.869406451703014,198.0,195.0,185.0
2125,713.8241882324219,386.1098937988281,0.8015143871307373,9,56.88627624511719,21.346534729003906,23.568990118023653,160.0,137.5,123.0
2125,782.1416931152344,126.48954772949219,0.7706024050712585,9,51.725467681884766,22.564912796020508,29.412669453002074,203.5,189.5,175.5
2125,855.1806335449219,129.27066040039062,0.7655112147331238,9,54.15537643432617,23.898479461669922,26.53691904825846,191.0,181.0,169.0
2125,538.3651123046875,425.40185546875,0.6623589396476746,9,68.83665466308594,24.488903045654297,23.838697212874532,182.0,161.0,143.0
