frame,timestamp,t_sec,lat,lon,rel_alt,abs_alt,yaw,pitch,roll,focal_len,dzoom,gsd
1,2024-11-24 17:38:03.576,0.0,48.267013,25.914562,102.229,426.185,-65.8,-89.9,0.0,24.0,1.0,0.07986640625000001
2,2024-11-24 17:38:03.612,0.036,48.267013,25.914562,102.229,426.185,-65.8,-89.9,0.0,24.0,1.0,0.07986640625000001
3,2024-11-24 17:38:03.656,0.08,48.267013,25.914562,102.229,426.185,-65.8,-89.9,0.0,24.0,1.0,0.07986640625000001
4,2024-11-24 17:38:03.675,0.099,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
5,2024-11-24 17:38:03.725,0.149,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
6,2024-11-24 17:38:03.740,0.164,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
7,2024-11-24 17:38:03.774,0.198,48.267013,25.914562,102.231,426.187,-65.8,-90.0,0.0,24.0,1.0,0.07986796874999999
8,2024-11-24 17:38:03.824,0.248,48.267013,25.914562,102.231,426.187,-65.8,-90.0,0.0,24.0,1.0,0.07986796874999999
9,2024-11-24 17:38:03.840,0.264,48.267013,25.914562,102.231,426.187,-65.8,-90.0,0.0,24.0,1.0,0.07986796874999999
10,2024-11-24 17:38:03.874,0.298,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
11,2024-11-24 17:38:03.911,0.335,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
12,2024-11-24 17:38:03.941,0.365,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
13,2024-11-24 17:38:03.974,0.398,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
14,2024-11-24 17:38:04.008,0.432,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
15,2024-11-24 17:38:04.043,0.467,48.267013,25.914562,102.231,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986796874999999
16,2024-11-24 17:38:04.074,0.498,48.267013,25.914562,102.233,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986953125
17,2024-11-24 17:38:04.109,0.533,48.267013,25.914562,102.233,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986953125
18,2024-11-24 17:38:04.141,0.565,48.267013,25.914562,102.233,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986953125
19,2024-11-24 17:38:04.174,0.598,48.267013,25.914562,102.232,426.189,-65.8,-89.9,0.0,24.0,1.0,0.07986875
20,2024-11-24 17:38:04.207,0.631,48.267013,25.914562,102.232,426.189,-65.8,-89.9,0.0,24.0,1.0,0.07986875
21,2024-11-24 17:38:04.241,0.665,48.267013,25.914562,102.232,426.189,-65.8,-89.9,0.0,24.0,1.0,0.07986875
22,2024-11-24 17:38:04.275,0.699,48.267013,25.914562,102.232,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986875
23,2024-11-24 17:38:04.309,0.733,48.267013,25.914562,102.232,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986875
24,2024-11-24 17:38:04.341,0.765,48.267013,25.914562,102.232,426.188,-65.8,-89.9,0.0,24.0,1.0,0.07986875
25,2024-11-24 17:38:04.375,0.799,48.267013,25.914562,102.234,426.19,-65.8,-89.9,0.0,24.0,1.0,0.0798703125
26,2024-11-24 17:38:04.409,0.833,48.267013,25.914562,102.234,426.19,-65.8,-89.9,0.0,24.0,1.0,0.0798703125
27,2024-11-24 17:38:04.442,0.866,48.267013,25.914562,102.234,426.19,-65.8,-89.9,0.0,24.0,1.0,0.0798703125
28,2024-11-24 17:38:04.474,0.898,48.267013,25.914562,102.232,426.188,-65.8,-90.0,0.0,24.0,1.0,0.07986875
29,2024-11-24 17:38:04.509,0.933,48.267013,25.914562,102.232,426.188,-65.8,-90.0,0.0,24.0,1.0,0.07986875
30,2024-11-24 17:38:04.542,0.966,48.267013,25.914562,102.232,426.188,-65.8,-90.0,0.0,24.0,1.0,0.07986875
31,2024-11-24 17:38:04.578,1.002,48.267013,25.914562,102.233,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986953125
32,2024-11-24 17:38:04.609,1.033,48.267013,25.914562,102.233,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986953125
33,2024-11-24 17:38:04.641,1.065,48.267013,25.914562,102.233,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986953125
34,2024-11-24 17:38:04.674,1.098,48.267013,25.914562,102.233,426.19,-65.8,-89.9,0.0,24.0,1.0,0.07986953125
35,2024-11-24 17:38:04.709,1.133,48.267013,25.914562,102.233,426.19,-65.8,-89.9,0.0,24.0,1.0,0.07986953125
36,2024-11-24 17:38:04.741,1.165,48.267013,25.914562,102.233,426.19,-65.8,-89.9,0.0,24.0,1.0,0.07986953125
37,2024-11-24 17:38:04.776,1.2,48.267013,25.914561,102.232,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986875
38,2024-11-24 17:38:04.809,1.233,48.267013,25.914561,102.232,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986875
39,2024-11-24 17:38:04.842,1.266,48.267013,25.914561,102.232,426.189,-65.8,-90.0,0.0,24.0,1.0,0.07986875
40,2024-11-24 17:38:04.875,1.299,48.267013,25.914561,102.229,426.185,-65.8,-89.9,0.0,24.0,1.0,0.07986640625000001
41,2024-11-24 17:38:04.909,1.333,48.267013,25.914561,102.229,426.185,-65.8,-89.9,0.0,24.0,1.0,0.07986640625000001
42,2024-11-24 17:38:04.942,1.366,48.267013,25.914561,102.229,426.185,-65.8,-89.9,0.0,24.0,1.0,0.07986640625000001
43,2024-11-24 17:38:04.976,1.4,48.267013,25.914561,102.225,426.181,-65.8,-89.9,0.0,24.0,1.0,0.07986328124999999
44,2024-11-24 17:38:05.008,1.432,48.267013,25.914561,102.225,426.181,-65.8,-89.9,0.0,24.0,1.0,0.07986328124999999
45,2024-11-24 17:38:05.042,1.466,48.267013,25.914561,102.225,426.181,-65.8,-89.9,0.0,24.0,1.0,0.07986328124999999
46,2024-11-24 17:38:05.076,1.5,48.267013,25.914561,102.228,426.184,-65.8,-89.9,0.0,24.0,1.0,0.079865625
47,2024-11-24 17:38:05.109,1.533,48.267013,25.914561,102.228,426.184,-65.8,-89.9,0.0,24.0,1.0,0.079865625
48,2024-11-24 17:38:05.142,1.566,48.267013,25.914561,102.228,426.184,-65.8,-89.9,0.0,24.0,1.0,0.079865625
49,2024-11-24 17:38:05.176,1.6,48.267014,25.91456,102.223,426.18,-65.9,-89.9,0.0,24.0,1.0,0.07986171874999999
50,2024-11-24 17:38:05.210,1.634,48.267014,25.91456,102.223,426.18,-65.9,-89.9,0.0,24.0,1.0,0.07986171874999999
51,2024-11-24 17:38:05.242,1.666,48.267014,25.91456,102.223,426.18,-65.9,-89.9,0.0,24.0,1.0,0.07986171874999999
52,2024-11-24 17:38:05.275,1.699,48.267014,25.914559,102.218,426.175,-65.8,-90.0,0.0,24.0,1.0,0.0798578125
53,2024-11-24 17:38:05.308,1.732,48.267014,25.914559,102.218,426.175,-65.8,-90.0,0.0,24.0,1.0,0.0798578125
54,2024-11-24 17:38:05.341,1.765,48.267014,25.914559,102.218,426.175,-65.8,-90.0,0.0,24.0,1.0,0.0798578125
55,2024-11-24 17:38:05.375,1.799,48.267015,25.914556,102.208,426.164,-65.8,-89.9,0.0,24.0,1.0,0.07985
56,2024-11-24 17:38:05.408,1.832,48.267015,25.914556,102.208,426.164,-65.8,-89.9,0.0,24.0,1.0,0.07985
57,2024-11-24 17:38:05.444,1.868,48.267015,25.914556,102.208,426.164,-65.8,-89.9,0.0,24.0,1.0,0.07985
58,2024-11-24 17:38:05.476,1.9,48.267016,25.914554,102.203,426.159,-65.8,-89.9,0.0,24.0,1.0,0.07984609375000001
59,2024-11-24 17:38:05.509,1.933,48.267016,25.914554,102.203,426.159,-65.8,-89.9,0.0,24.0,1.0,0.07984609375000001
60,2024-11-24 17:38:05.542,1.966,48.267016,25.914554,102.203,426.159,-65.8,-89.9,0.0,24.0,1.0,0.07984609375000001
61,2024-11-24 17:38:05.576,2.0,48.267017,25.91455,102.195,426.152,-65.8,-90.0,0.0,24.0,1.0,0.07983984375
62,2024-11-24 17:38:05.608,2.032,48.267017,25.91455,102.195,426.152,-65.8,-90.0,0.0,24.0,1.0,0.07983984375
63,2024-11-24 17:38:05.642,2.066,48.267017,25.91455,102.195,426.152,-65.8,-90.0,0.0,24.0,1.0,0.07983984375
64,2024-11-24 17:38:05.676,2.1,48.267018,25.914545,102.188,426.144,-65.8,-89.9,0.0,24.0,1.0,0.079834375
65,2024-11-24 17:38:05.709,2.133,48.267018,25.914545,102.188,426.144,-65.8,-89.9,0.0,24.0,1.0,0.079834375
66,2024-11-24 17:38:05.742,2.166,48.267018,25.914545,102.188,426.144,-65.8,-89.9,0.0,24.0,1.0,0.079834375
67,2024-11-24 17:38:05.776,2.2,48.26702,25.91454,102.178,426.135,-65.8,-89.9,0.0,24.0,1.0,0.0798265625
68,2024-11-24 17:38:05.809,2.233,48.26702,25.91454,102.178,426.135,-65.8,-89.9,0.0,24.0,1.0,0.0798265625
69,2024-11-24 17:38:05.843,2.267,48.26702,25.91454,102.178,426.135,-65.8,-89.9,0.0,24.0,1.0,0.0798265625
70,2024-11-24 17:38:05.875,2.299,48.267021,25.914534,102.17,426.126,-65.8,-90.0,0.0,24.0,1.0,0.0798203125
71,2024-11-24 17:38:05.909,2.333,48.267021,25.914534,102.17,426.126,-65.8,-90.0,0.0,24.0,1.0,0.0798203125
72,2024-11-24 17:38:05.943,2.367,48.267021,25.914534,102.17,426.126,-65.8,-90.0,0.0,24.0,1.0,0.0798203125
73,2024-11-24 17:38:05.976,2.4,48.267023,25.914527,102.159,426.115,-65.8,-89.9,0.0,24.0,1.0,0.07981171875000001
74,2024-11-24 17:38:06.011,2.435,48.267023,25.914527,102.159,426.115,-65.8,-89.9,0.0,24.0,1.0,0.07981171875000001
75,2024-11-24 17:38:06.042,2.466,48.267023,25.914527,102.159,426.115,-65.8,-89.9,0.0,24.0,1.0,0.07981171875000001
76,2024-11-24 17:38:06.076,2.5,48.267025,25.91452,102.149,426.106,-65.8,-89.9,0.0,24.0,1.0,0.07980390625
77,2024-11-24 17:38:06.109,2.533,48.267025,25.91452,102.149,426.106,-65.8,-89.9,0.0,24.0,1.0,0.07980390625
78,2024-11-24 17:38:06.143,2.567,48.267025,25.91452,102.149,426.106,-65.8,-89.9,0.0,24.0,1.0,0.07980390625
79,2024-11-24 17:38:06.178,2.602,48.267028,25.914512,102.137,426.094,-65.8,-89.9,0.0,24.0,1.0,0.07979453125
80,2024-11-24 17:38:06.209,2.633,48.267028,25.914512,102.137,426.094,-65.8,-89.9,0.0,24.0,1.0,0.07979453125
81,2024-11-24 17:38:06.242,2.666,48.267028,25.914512,102.137,426.094,-65.8,-89.9,0.0,24.0,1.0,0.07979453125
82,2024-11-24 17:38:06.277,2.701,48.26703,25.914503,102.126,426.083,-65.8,-89.9,0.0,24.0,1.0,0.07978593750000001
83,2024-11-24 17:38:06.309,2.733,48.26703,25.914503,102.126,426.083,-65.8,-89.9,0.0,24.0,1.0,0.07978593750000001
84,2024-11-24 17:38:06.342,2.766,48.26703,25.914503,102.126,426.083,-65.8,-89.9,0.0,24.0,1.0,0.07978593750000001
85,2024-11-24 17:38:06.376,2.8,48.267033,25.914494,102.113,426.07,-65.8,-89.9,0.0,24.0,1.0,0.07977578125
86,2024-11-24 17:38:06.410,2.834,48.267033,25.914494,102.113,426.07,-65.8,-89.9,0.0,24.0,1.0,0.07977578125
87,2024-11-24 17:38:06.444,2.868,48.267033,25.914494,102.113,426.07,-65.8,-89.9,0.0,24.0,1.0,0.07977578125
88,2024-11-24 17:38:06.476,2.9,48.267036,25.914484,102.098,426.055,-65.8,-90.0,0.0,24.0,1.0,0.0797640625
89,2024-11-24 17:38:06.510,2.934,48.267036,25.914484,102.098,426.055,-65.8,-90.0,0.0,24.0,1.0,0.0797640625
90,2024-11-24 17:38:06.544,2.968,48.267036,25.914484,102.098,426.055,-65.8,-90.0,0.0,24.0,1.0,0.0797640625
91,2024-11-24 17:38:06.576,3.0,48.267039,25.914473,102.084,426.041,-65.8,-89.9,0.0,24.0,1.0,0.07975312500000001
92,2024-11-24 17:38:06.610,3.034,48.267039,25.914473,102.084,426.041,-65.8,-89.9,0.0,24.0,1.0,0.07975312500000001
93,2024-11-24 17:38:06.643,3.067,48.267039,25.914473,102.084,426.041,-65.8,-89.9,0.0,24.0,1.0,0.07975312500000001
94,2024-11-24 17:38:06.677,3.101,48.267042,25.914462,102.074,426.031,-65.8,-90.0,0.0,24.0,1.0,0.0797453125
95,2024-11-24 17:38:06.711,3.135,48.267042,25.914462,102.074,426.031,-65.8,-90.0,0.0,24.0,1.0,0.0797453125
96,2024-11-24 17:38:06.743,3.167,48.267042,25.914462,102.074,426.031,-65.8,-90.0,0.0,24.0,1.0,0.0797453125
97,2024-11-24 17:38:06.777,3.201,48.267046,25.914449,102.064,426.021,-65.8,-89.9,0.0,24.0,1.0,0.0797375
98,2024-11-24 17:38:06.811,3.235,48.267046,25.914449,102.064,426.021,-65.8,-89.9,0.0,24.0,1.0,0.0797375
99,2024-11-24 17:38:06.844,3.268,48.267046,25.914449,102.064,426.021,-65.8,-89.9,0.0,24.0,1.0,0.0797375
100,2024-11-24 17:38:06.877,3.301,48.267049,25.914437,102.048,426.005,-65.8,-90.0,0.0,24.0,1.0,0.079725
101,2024-11-24 17:38:06.910,3.334,48.267049,25.914437,102.048,426.005,-65.8,-90.0,0.0,24.0,1.0,0.079725
102,2024-11-24 17:38:06.944,3.368,48.267049,25.914437,102.048,426.005,-65.8,-90.0,0.0,24.0,1.0,0.079725
103,2024-11-24 17:38:06.977,3.401,48.267053,25.914424,102.036,425.993,-65.8,-89.9,0.0,24.0,1.0,0.079715625
104,2024-11-24 17:38:07.012,3.436,48.267053,25.914424,102.036,425.993,-65.8,-89.9,0.0,24.0,1.0,0.079715625
105,2024-11-24 17:38:07.043,3.467,48.267053,25.914424,102.036,425.993,-65.8,-89.9,0.0,24.0,1.0,0.079715625
106,2024-11-24 17:38:07.077,3.501,48.267057,25.91441,102.025,425.981,-65.8,-89.9,0.0,24.0,1.0,0.07970703125000002
107,2024-11-24 17:38:07.110,3.534,48.267057,25.91441,102.025,425.981,-65.8,-89.9,0.0,24.0,1.0,0.07970703125000002
108,2024-11-24 17:38:07.144,3.568,48.267057,25.91441,102.025,425.981,-65.8,-89.9,0.0,24.0,1.0,0.07970703125000002
109,2024-11-24 17:38:07.178,3.602,48.267061,25.914396,102.013,425.969,-65.8,-89.9,0.0,24.0,1.0,0.07969765625
110,2024-11-24 17:38:07.210,3.634,48.267061,25.914396,102.013,425.969,-65.8,-89.9,0.0,24.0,1.0,0.07969765625
111,2024-11-24 17:38:07.245,3.669,48.267061,25.914396,102.013,425.969,-65.8,-89.9,0.0,24.0,1.0,0.07969765625
112,2024-11-24 17:38:07.277,3.701,48.267065,25.914382,102.0,425.957,-65.8,-89.9,0.0,24.0,1.0,0.0796875
113,2024-11-24 17:38:07.310,3.734,48.267065,25.914382,102.0,425.957,-65.8,-89.9,0.0,24.0,1.0,0.0796875
114,2024-11-24 17:38:07.343,3.767,48.267065,25.914382,102.0,425.957,-65.8,-89.9,0.0,24.0,1.0,0.0796875
115,2024-11-24 17:38:07.377,3.801,48.26707,25.914367,101.986,425.943,-65.8,-89.9,0.0,24.0,1.0,0.0796765625
116,2024-11-24 17:38:07.411,3.835,48.26707,25.914367,101.986,425.943,-65.8,-89.9,0.0,24.0,1.0,0.0796765625
117,2024-11-24 17:38:07.444,3.868,48.26707,25.914367,101.986,425.943,-65.8,-89.9,0.0,24.0,1.0,0.0796765625
118,2024-11-24 17:38:07.477,3.901,48.267074,25.914352,101.971,425.927,-65.8,-89.9,0.0,24.0,1.0,0.07966484375
119,2024-11-24 17:38:07.511,3.935,48.267074,25.914352,101.971,425.927,-65.8,-89.9,0.0,24.0,1.0,0.07966484375
120,2024-11-24 17:38:07.544,3.968,48.267074,25.914352,101.971,425.927,-65.8,-89.9,0.0,24.0,1.0,0.07966484375
121,2024-11-24 17:38:07.578,4.002,48.267079,25.914336,101.957,425.913,-65.8,-89.9,0.0,24.0,1.0,0.07965390624999999
122,2024-11-24 17:38:07.611,4.035,48.267079,25.914336,101.957,425.913,-65.8,-89.9,0.0,24.0,1.0,0.07965390624999999
123,2024-11-24 17:38:07.644,4.068,48.267079,25.914336,101.957,425.913,-65.8,-89.9,0.0,24.0,1.0,0.07965390624999999
124,2024-11-24 17:38:07.677,4.101,48.267083,25.914321,101.944,425.9,-65.8,-89.9,0.0,24.0,1.0,0.07964375
125,2024-11-24 17:38:07.711,4.135,48.267083,25.914321,101.944,425.9,-65.8,-89.9,0.0,24.0,1.0,0.07964375
126,2024-11-24 17:38:07.744,4.168,48.267083,25.914321,101.944,425.9,-65.8,-89.9,0.0,24.0,1.0,0.07964375
127,2024-11-24 17:38:07.777,4.201,48.267089,25.914304,101.932,425.889,-65.8,-89.9,0.0,24.0,1.0,0.079634375
128,2024-11-24 17:38:07.811,4.235,48.267089,25.914304,101.932,425.889,-65.8,-89.9,0.0,24.0,1.0,0.079634375
129,2024-11-24 17:38:07.844,4.268,48.267089,25.914304,101.932,425.889,-65.8,-89.9,0.0,24.0,1.0,0.079634375
130,2024-11-24 17:38:07.877,4.301,48.267094,25.914287,101.92,425.876,-65.8,-89.9,0.0,24.0,1.0,0.079625
131,2024-11-24 17:38:07.912,4.336,48.267094,25.914287,101.92,425.876,-65.8,-89.9,0.0,24.0,1.0,0.079625
132,2024-11-24 17:38:07.944,4.368,48.267094,25.914287,101.92,425.876,-65.8,-89.9,0.0,24.0,1.0,0.079625
133,2024-11-24 17:38:07.978,4.402,48.267099,25.91427,101.906,425.863,-65.8,-89.9,0.0,24.0,1.0,0.0796140625
134,2024-11-24 17:38:08.010,4.434,48.267099,25.91427,101.906,425.863,-65.8,-89.9,0.0,24.0,1.0,0.0796140625
135,2024-11-24 17:38:08.046,4.47,48.267099,25.91427,101.906,425.863,-65.8,-89.9,0.0,24.0,1.0,0.0796140625
136,2024-11-24 17:38:08.078,4.502,48.267104,25.914252,101.893,425.85,-65.8,-90.0,0.0,24.0,1.0,0.07960390625
137,2024-11-24 17:38:08.111,4.535,48.267104,25.914252,101.893,425.85,-65.8,-90.0,0.0,24.0,1.0,0.07960390625
138,2024-11-24 17:38:08.145,4.569,48.267104,25.914252,101.893,425.85,-65.8,-90.0,0.0,24.0,1.0,0.07960390625
139,2024-11-24 17:38:08.178,4.602,48.267109,25.914234,101.884,425.841,-65.8,-89.9,0.0,24.0,1.0,0.079596875
140,2024-11-24 17:38:08.211,4.635,48.267109,25.914234,101.884,425.841,-65.8,-89.9,0.0,24.0,1.0,0.079596875
141,2024-11-24 17:38:08.245,4.669,48.267109,25.914234,101.884,425.841,-65.8,-89.9,0.0,24.0,1.0,0.079596875
142,2024-11-24 17:38:08.279,4.703,48.267115,25.914215,101.87,425.826,-65.8,-90.0,0.0,24.0,1.0,0.07958593750000001
143,2024-11-24 17:38:08.311,4.735,48.267115,25.914215,101.87,425.826,-65.8,-90.0,0.0,24.0,1.0,0.07958593750000001
144,2024-11-24 17:38:08.345,4.769,48.267115,25.914215,101.87,425.826,-65.8,-90.0,0.0,24.0,1.0,0.07958593750000001
145,2024-11-24 17:38:08.378,4.802,48.26712,25.914198,101.862,425.819,-65.8,-89.9,0.0,24.0,1.0,0.07957968750000001
146,2024-11-24 17:38:08.412,4.836,48.26712,25.914198,101.862,425.819,-65.8,-89.9,0.0,24.0,1.0,0.07957968750000001
147,2024-11-24 17:38:08.445,4.869,48.26712,25.914198,101.862,425.819,-65.8,-89.9,0.0,24.0,1.0,0.07957968750000001
148,2024-11-24 17:38:08.478,4.902,48.267125,25.914179,101.849,425.806,-65.8,-89.9,0.0,24.0,1.0,0.07956953125
149,2024-11-24 17:38:08.511,4.935,48.267125,25.914179,101.849,425.806,-65.8,-89.9,0.0,24.0,1.0,0.07956953125
150,2024-11-24 17:38:08.545,4.969,48.267125,25.914179,101.849,425.806,-65.8,-89.9,0.0,24.0,1.0,0.07956953125
151,2024-11-24 17:38:08.578,5.002,48.267131,25.91416,101.838,425.795,-65.8,-90.0,0.0,24.0,1.0,0.0795609375
152,2024-11-24 17:38:08.613,5.037,48.267131,25.91416,101.838,425.795,-65.8,-90.0,0.0,24.0,1.0,0.0795609375
153,2024-11-24 17:38:08.645,5.069,48.267131,25.91416,101.838,425.795,-65.8,-90.0,0.0,24.0,1.0,0.0795609375
154,2024-11-24 17:38:08.678,5.102,48.267136,25.914142,101.831,425.787,-65.8,-89.9,0.0,24.0,1.0,0.07955546875
155,2024-11-24 17:38:08.712,5.136,48.267136,25.914142,101.831,425.787,-65.8,-89.9,0.0,24.0,1.0,0.07955546875
156,2024-11-24 17:38:08.746,5.17,48.267136,25.914142,101.831,425.787,-65.8,-89.9,0.0,24.0,1.0,0.07955546875
157,2024-11-24 17:38:08.778,5.202,48.267143,25.914121,101.825,425.781,-65.8,-89.9,0.0,24.0,1.0,0.07955078125000001
158,2024-11-24 17:38:08.812,5.236,48.267143,25.914121,101.825,425.781,-65.8,-89.9,0.0,24.0,1.0,0.07955078125000001
159,2024-11-24 17:38:08.846,5.27,48.267143,25.914121,101.825,425.781,-65.8,-89.9,0.0,24.0,1.0,0.07955078125000001
160,2024-11-24 17:38:08.879,5.303,48.267149,25.914101,101.817,425.773,-65.8,-89.9,0.0,24.0,1.0,0.07954453125
161,2024-11-24 17:38:08.912,5.336,48.267149,25.914101,101.817,425.773,-65.8,-89.9,0.0,24.0,1.0,0.07954453125
162,2024-11-24 17:38:08.945,5.369,48.267149,25.914101,101.817,425.773,-65.8,-89.9,0.0,24.0,1.0,0.07954453125
163,2024-11-24 17:38:08.982,5.406,48.267154,25.914081,101.805,425.762,-65.8,-89.9,0.0,24.0,1.0,0.07953515625
164,2024-11-24 17:38:09.013,5.437,48.267154,25.914081,101.805,425.762,-65.8,-89.9,0.0,24.0,1.0,0.07953515625
165,2024-11-24 17:38:09.045,5.469,48.267154,25.914081,101.805,425.762,-65.8,-89.9,0.0,24.0,1.0,0.07953515625
166,2024-11-24 17:38:09.082,5.506,48.267161,25.914061,101.795,425.752,-65.8,-89.9,0.0,24.0,1.0,0.07952734374999999
167,2024-11-24 17:38:09.112,5.536,48.267161,25.914061,101.795,425.752,-65.8,-89.9,0.0,24.0,1.0,0.07952734374999999
168,2024-11-24 17:38:09.145,5.569,48.267161,25.914061,101.795,425.752,-65.8,-89.9,0.0,24.0,1.0,0.07952734374999999
169,2024-11-24 17:38:09.179,5.603,48.267167,25.914041,101.784,425.741,-65.8,-89.9,0.0,24.0,1.0,0.07951875000000001
170,2024-11-24 17:38:09.212,5.636,48.267167,25.914041,101.784,425.741,-65.8,-89.9,0.0,24.0,1.0,0.07951875000000001
171,2024-11-24 17:38:09.245,5.669,48.267167,25.914041,101.784,425.741,-65.8,-89.9,0.0,24.0,1.0,0.07951875000000001
172,2024-11-24 17:38:09.279,5.703,48.267173,25.91402,101.775,425.731,-65.8,-89.9,0.0,24.0,1.0,0.07951171875000002
173,2024-11-24 17:38:09.313,5.737,48.267173,25.91402,101.775,425.731,-65.8,-89.9,0.0,24.0,1.0,0.07951171875000002
174,2024-11-24 17:38:09.346,5.77,48.267173,25.91402,101.775,425.731,-65.8,-89.9,0.0,24.0,1.0,0.07951171875000002
175,2024-11-24 17:38:09.379,5.803,48.267179,25.913999,101.762,425.719,-65.8,-89.9,0.0,24.0,1.0,0.0795015625
176,2024-11-24 17:38:09.413,5.837,48.267179,25.913999,101.762,425.719,-65.8,-89.9,0.0,24.0,1.0,0.0795015625
177,2024-11-24 17:38:09.446,5.87,48.267179,25.913999,101.762,425.719,-65.8,-89.9,0.0,24.0,1.0,0.0795015625
178,2024-11-24 17:38:09.479,5.903,48.267186,25.913978,101.754,425.71,-65.8,-90.0,0.0,24.0,1.0,0.0794953125
179,2024-11-24 17:38:09.513,5.937,48.267186,25.913978,101.754,425.71,-65.8,-90.0,0.0,24.0,1.0,0.0794953125
180,2024-11-24 17:38:09.546,5.97,48.267186,25.913978,101.754,425.71,-65.8,-90.0,0.0,24.0,1.0,0.0794953125
181,2024-11-24 17:38:09.579,6.003,48.267192,25.913958,101.744,425.701,-65.8,-89.9,0.0,24.0,1.0,0.07948749999999999
182,2024-11-24 17:38:09.612,6.036,48.267192,25.913958,101.744,425.701,-65.8,-89.9,0.0,24.0,1.0,0.07948749999999999
183,2024-11-24 17:38:09.646,6.07,48.267192,25.913958,101.744,425.701,-65.8,-89.9,0.0,24.0,1.0,0.07948749999999999
184,2024-11-24 17:38:09.679,6.103,48.267198,25.913937,101.734,425.691,-65.8,-89.9,0.0,24.0,1.0,0.07947968749999999
185,2024-11-24 17:38:09.713,6.137,48.267198,25.913937,101.734,425.691,-65.8,-89.9,0.0,24.0,1.0,0.07947968749999999
186,2024-11-24 17:38:09.746,6.17,48.267198,25.913937,101.734,425.691,-65.8,-89.9,0.0,24.0,1.0,0.07947968749999999
187,2024-11-24 17:38:09.780,6.204,48.267205,25.913913,101.725,425.682,-65.8,-90.0,0.0,24.0,1.0,0.07947265624999998
188,2024-11-24 17:38:09.812,6.236,48.267205,25.913913,101.725,425.682,-65.8,-90.0,0.0,24.0,1.0,0.07947265624999998
189,2024-11-24 17:38:09.846,6.27,48.267205,25.913913,101.725,425.682,-65.8,-90.0,0.0,24.0,1.0,0.07947265624999998
190,2024-11-24 17:38:09.882,6.306,48.267212,25.913891,101.712,425.668,-65.8,-89.9,0.0,24.0,1.0,0.0794625
191,2024-11-24 17:38:09.913,6.337,48.267212,25.913891,101.712,425.668,-65.8,-89.9,0.0,24.0,1.0,0.0794625
192,2024-11-24 17:38:09.946,6.37,48.267212,25.913891,101.712,425.668,-65.8,-89.9,0.0,24.0,1.0,0.0794625
193,2024-11-24 17:38:09.980,6.404,48.267218,25.91387,101.703,425.66,-65.8,-90.0,0.0,24.0,1.0,0.07945546875000001
194,2024-11-24 17:38:10.012,6.436,48.267218,25.91387,101.703,425.66,-65.8,-90.0,0.0,24.0,1.0,0.07945546875000001
195,2024-11-24 17:38:10.046,6.47,48.267218,25.91387,101.703,425.66,-65.8,-90.0,0.0,24.0,1.0,0.07945546875000001
196,2024-11-24 17:38:10.079,6.503,48.267225,25.913847,101.696,425.653,-65.8,-89.9,0.0,24.0,1.0,0.07944999999999999
197,2024-11-24 17:38:10.113,6.537,48.267225,25.913847,101.696,425.653,-65.8,-89.9,0.0,24.0,1.0,0.07944999999999999
198,2024-11-24 17:38:10.148,6.572,48.267225,25.913847,101.696,425.653,-65.8,-89.9,0.0,24.0,1.0,0.07944999999999999
199,2024-11-24 17:38:10.180,6.604,48.267232,25.913825,101.687,425.644,-65.8,-89.9,0.0,24.0,1.0,0.07944296875
200,2024-11-24 17:38:10.213,6.637,48.267232,25.913825,101.687,425.644,-65.8,-89.9,0.0,24.0,1.0,0.07944296875
201,2024-11-24 17:38:10.246,6.67,48.267232,25.913825,101.687,425.644,-65.8,-89.9,0.0,24.0,1.0,0.07944296875
202,2024-11-24 17:38:10.282,6.706,48.267239,25.913801,101.678,425.635,-65.8,-90.0,0.0,24.0,1.0,0.0794359375
203,2024-11-24 17:38:10.315,6.739,48.267239,25.913801,101.678,425.635,-65.8,-90.0,0.0,24.0,1.0,0.0794359375
